User_Query,Intent
"Transfer of ?75,000 to Wema Bank account 9217890709 didn't go through shows error AUTH_402. ",Transfer_Issue
"I tried to send ?100,000 to account 9861622999 on Wema Bank via USSD but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF865977905. Please help. Need urgent help.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF188345440. Can you assist?,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF781414812. Please help. ,Transfer_Issue
I made transfer to account 3740026090 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"I tried to send ?20,000 to account 6957979144 on Wema Bank via USSD but it failed. Kindly assist.",Transfer_Issue
I accidentally sent money to the wrong account 5905616556. Can the bank reverse it? This is urgent.,Transfer_Issue
"I tried to send ?5,000 to account 2816393988 on Wema Bank via POS but it failed. This is urgent.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF396831859. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF814043880. Please help. Can you assist?,Transfer_Issue
I made transfer to account 1864190210 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF487186782. ,Transfer_Issue
"I tried to send ?2,000 to account 6082618724 on Wema Bank via POS but it failed. Kindly assist.",Transfer_Issue
My transfer REF:REF785304456 is pending since 2024-06-21 and recipient hasn't received it. Need urgent help.,Transfer_Issue
My transfer REF:REF822753495 is pending since 2025-11-16 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF092822076 is pending since 2025-08-22 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF879513436 is pending since 2024-01-07 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?1,000 to account 7313127106 on Wema Bank via ATM but it failed. ",Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 6998804553 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
I accidentally sent money to the wrong account 3304947754. Can the bank reverse it? ,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 1962071002 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
I made transfer to account 1789527869 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
"I tried to send ?5,000 to account 6779338395 on Wema Bank via USSD but it failed. ",Transfer_Issue
Transfer of ?500 to Wema Bank account 5573380792 didn't go through shows error INSUFFICIENT_FUNDS. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF135246247. ,Transfer_Issue
"I tried to send ?75,000 to account 4214510097 on Wema Bank via mobile app but it failed. ",Transfer_Issue
"I tried to send ?5,000 to account 2584521497 on Wema Bank via ATM but it failed. ",Transfer_Issue
"I was debited ?5,000 but the beneficiary didn't get the money. What do I do? Can you assist?",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF751416486. Please help. ,Transfer_Issue
I accidentally sent money to the wrong account 9416863185. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF222892990. ,Transfer_Issue
"I tried to send ?1,500 to account 3557702727 on Wema Bank via instant transfer but it failed. Need urgent help.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF909974833. Please help. ,Transfer_Issue
"I tried to send ?1,000 to account 3498636200 on Wema Bank via mobile app but it failed. Please advise.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF403527032. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF750316815. ,Transfer_Issue
"I tried to send ?1,500 to account 1931174237 on Wema Bank via bank transfer but it failed. Need urgent help.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF607344312. Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF089083105. Please advise.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF570164407. ,Transfer_Issue
I made transfer to account 1743670554 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF035938406. Kindly assist.,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 6496442216 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
I made transfer to account 3482477109 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF681436597. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF919565058. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF704569876. Please help. ,Transfer_Issue
My transfer REF:REF260485896 is pending since 2024-05-20 and recipient hasn't received it. ,Transfer_Issue
The transaction failed after I entered OTP on the POS. Error AUTH_402. This is urgent.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF123074382. ,Transfer_Issue
I made transfer to account 6798475088 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 2012542169. Can the bank reverse it? ,Transfer_Issue
Transfer of ?500 to Wema Bank account 8248458130 didn't go through shows error E_TIMEOUT. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF180172260. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF678332618. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF690941459. Please help. ,Transfer_Issue
The transaction failed after I entered OTP on the USSD. Error TXN_FAIL_51. Kindly assist.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF319952980. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF342674728. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF221714674. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF660448671. This is urgent.,Transfer_Issue
My transfer REF:REF763798293 is pending since 2023-06-11 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?5,000 to account 1514917789 on Wema Bank via mobile app but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF935701763. Please help. ,Transfer_Issue
I made transfer to account 1199180812 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 6900092792 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? Kindly assist.,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 8790522441 didn't go through shows error CODE_14. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF412146182. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF111676887. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF695235786. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF257252045. ,Transfer_Issue
My transfer REF:REF225327100 is pending since 2025-06-15 and recipient hasn't received it. Can you assist?,Transfer_Issue
My transfer REF:REF933039232 is pending since 2025-02-15 and recipient hasn't received it. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF877382487. Please help. Please advise.,Transfer_Issue
I accidentally sent money to the wrong account 2429049406. Can the bank reverse it? Kindly assist.,Transfer_Issue
"Transfer of ?1,000 to Wema Bank account 5579980284 didn't go through shows error E_TIMEOUT. Need urgent help.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF651317650. ,Transfer_Issue
"I tried to send ?2,000 to account 5182787925 on Wema Bank via USSD but it failed. ",Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 5847436213 didn't go through shows error OTP_EXPIRED. Kindly assist.",Transfer_Issue
I initiated a bulk transfer and some payments are pending while others cleared. Please advise.,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?1,500? Can you assist?",Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?75,000? Please advise.",Transfer_Issue
I accidentally sent money to the wrong account 6771176189. Can the bank reverse it? ,Transfer_Issue
"Trying to transfer beyond daily limit of ?50,000. How can I increase it? Please advise.",Transfer_Issue
I made transfer to account 4678691340 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 9294599293. Can the bank reverse it? ,Transfer_Issue
I tried to send ?500 to account 4219989396 on Wema Bank via USSD but it failed. Please advise.,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 4199097005 didn't go through shows error AUTH_402. ",Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?10,000? This is urgent.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF399482243. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF681032471. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF992937946. ,Transfer_Issue
"I was debited ?50,000 but the beneficiary didn't get the money. What do I do? ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF773474928. Please help. ,Transfer_Issue
The transaction failed after I entered OTP on the POS. Error AUTH_402. Please advise.,Transfer_Issue
"I tried to send ?75,000 to account 4818762099 on Wema Bank via internet banking but it failed. ",Transfer_Issue
"I was debited ?20,000 but the beneficiary didn't get the money. What do I do? Can you assist?",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF929967990. Kindly assist.,Transfer_Issue
My transfer REF:REF766660059 is pending since 2024-07-17 and recipient hasn't received it. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF935492101. ,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 4812988284 didn't go through shows error CODE_14. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF300677625. Please help. Need urgent help.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF001352446. ,Transfer_Issue
I made transfer to account 6282968244 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF288954305. Please help. ,Transfer_Issue
I accidentally sent money to the wrong account 1920744114. Can the bank reverse it? ,Transfer_Issue
"I tried to send ?5,000 to account 4397359710 on Wema Bank via ATM but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF427773379. ,Transfer_Issue
The transaction failed after I entered OTP on the ATM. Error OTP_EXPIRED. ,Transfer_Issue
I accidentally sent money to the wrong account 3507985954. Can the bank reverse it? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF581014004. Please help. ,Transfer_Issue
I accidentally sent money to the wrong account 6894283858. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF924125637. ,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 0696850026 didn't go through shows error E_502. Kindly assist.",Transfer_Issue
My transfer REF:REF601289039 is pending since 2024-05-10 and recipient hasn't received it. Can you assist?,Transfer_Issue
The transaction failed after I entered OTP on the mobile app. Error TXN_FAIL_51. ,Transfer_Issue
My transfer REF:REF445801517 is pending since 2024-05-05 and recipient hasn't received it. ,Transfer_Issue
